candidate_id,policy_family,scale,scenario_id,fault_category,fault_edges,message_delay_seconds,notification_dropped,status,terminal_status,execution_status,terminal,evaluable,protocol_status,evidence_job_id,evidence_reused,capacity_censor_reason,capacity_event_cap,capacity_event_count,capacity_requested_segment_count,capacity_completed_segment_count,capacity_failed_segment_count,capacity_segment_completion_rate,capacity_worker_wall_seconds,capacity_parent_wall_seconds,capacity_cpu_seconds,capacity_peak_rss_mb,capacity_hard_gate_pass,informative_fault_exposure,completion_rate,fault_affected_bag_count,fault_affected_completed_count,stranded_bag_count,fault_recovery_time_seconds,fault_recovery_seconds_available,fault_event_count,repair_event_count,fault_notification_drop_count,merge_grant_inflight_fault_generation_recovery_count,merge_grant_inflight_fault_generation_recovery_count_available,inflight_merge_recovery_evidence_status,route_change_count,beacon_message_count,local_hold_count,local_hold_seconds,pibt_activation_count,mean_tth_seconds,p95_tth_seconds,p99_tth_seconds,mean_tth_delta_vs_fault_off_seconds,hard_gate_pass,recovery_evidence_pass,fault_gate_pass,comparison_status
E4_OFF,off,1,no_fault,no_fault,[],0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__no_fault,False,,,,,,,,,,,,,True,1.0,0,0,0,,False,0,0,0,0,True,ZERO_OBSERVED,0,2065878,0,,0,217.5833616080811,270.05399999999645,330.6014999999785,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,noncritical_edge,single_noncritical_edge,"[[6, 12]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__noncritical_edge,False,,,,,,,,,,,,,True,1.0,23,23,0,49.50199999999313,True,1,1,0,1,True,OBSERVED,14,2065983,0,,0,217.58539100540094,270.05399999999645,330.6014999999785,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,critical_bottleneck,single_critical_bottleneck,"[[4, 17]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__critical_bottleneck,False,,,,,,,,,,,,,True,1.0,1,1,0,46.40099999999802,True,1,1,0,0,True,ZERO_OBSERVED,0,2067238,1198,,0,217.7859323651147,270.3539999999921,334.5014999999936,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,merge_incoming_edge,merge_edge_or_node,"[[6, 8]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__merge_incoming_edge,False,,,,,,,,,,,,,True,1.0,22,22,0,75.50199999997858,True,1,1,0,0,True,ZERO_OBSERVED,8,2066166,0,,0,217.5932279520087,270.05399999999645,330.6014999999785,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,source_first_edge,source_first_edge,"[[0, 6]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__source_first_edge,False,,,,,,,,,,,,,True,1.0,1,1,0,201.00099999999657,True,1,1,0,0,True,ZERO_OBSERVED,0,2066978,1158,,0,217.74022784676768,270.3534999999756,334.36899999997496,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,ebs_outgoing_edge,ebs_related_edge,"[[52, 29]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__ebs_outgoing_edge,False,,,,,,,,,,,,,False,1.0,0,0,0,,False,1,1,0,0,True,ZERO_OBSERVED,0,2065878,0,,0,217.5833616080811,270.05399999999645,330.6014999999785,,True,False,False,MATCHED_CONTROL
E4_OFF,off,1,dual_disjoint,two_nonadjacent_faults,"[[1, 7], [3, 16]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__dual_disjoint,False,,,,,,,,,,,,,True,1.0,2,2,0,89.30199999999604,True,2,2,0,0,True,ZERO_OBSERVED,0,2068497,2376,,0,217.98162892022592,270.9914999999992,339.5439999999884,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,dual_interacting,two_propagating_faults,"[[0, 6], [6, 8]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__dual_interacting,False,,,,,,,,,,,,,True,1.0,2,2,0,201.00099999999657,True,2,2,0,0,True,ZERO_OBSERVED,0,2066978,1158,,0,217.74022784676768,270.3534999999756,334.36899999997496,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,delayed_beacon,delayed_beacon,"[[6, 8]]",20.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__delayed_beacon,False,,,,,,,,,,,,,True,1.0,22,22,0,75.50199999997858,True,2,2,0,0,True,ZERO_OBSERVED,7,2066166,0,,0,217.5932279520087,270.05399999999645,330.6014999999785,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,dropped_intermediate_beacon,dropped_intermediate_beacon,"[[6, 8]]",0.0,True,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__dropped_intermediate_beacon,False,,,,,,,,,,,,,True,1.0,22,22,0,75.50199999997858,True,1,1,2,0,True,ZERO_OBSERVED,0,2066166,0,,0,217.5932279520087,270.05399999999645,330.6014999999785,,True,True,True,MATCHED_CONTROL
E4_OFF,off,1,repair_reopen,repair_after_fault,"[[4, 17]]",0.0,False,COMPLETE,COMPLETE,EXECUTED,True,True,ORIGINAL,fault__e4_off__1x__repair_reopen,False,,,,,,,,,,,,,True,1.0,1,1,0,46.40099999999802,True,1,1,0,0,True,ZERO_OBSERVED,0,2066337,386,,0,217.61261281835263,270.19149999997535,330.6014999999785,,True,True,True,MATCHED_CONTROL
E4_OFF,off,4,no_fault,no_fault,[],0.0,False,CAPACITY_CENSORED_BY_EQUIVALENT_CONTROL,CAPACITY_CENSORED_BY_EQUIVALENT_CONTROL,EVIDENCE_REUSED,True,False,AMENDED,scale__e4_off__4x,True,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,20000000,174412,10093,164319,0.05786872462903929,3963.750704300008,3983.464073400013,3905.015625,2328.84375,False,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,False,,,EVIDENCE_REUSED_CAPACITY_CENSOR
E4_OFF,off,4,noncritical_edge,single_noncritical_edge,"[[6, 12]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
E4_OFF,off,4,critical_bottleneck,single_critical_bottleneck,"[[4, 17]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
E4_OFF,off,4,merge_incoming_edge,merge_edge_or_node,"[[6, 8]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
E4_OFF,off,4,source_first_edge,source_first_edge,"[[0, 6]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
E4_OFF,off,4,ebs_outgoing_edge,ebs_related_edge,"[[52, 29]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
E4_OFF,off,4,dual_disjoint,two_nonadjacent_faults,"[[1, 7], [3, 16]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
E4_OFF,off,4,dual_interacting,two_propagating_faults,"[[0, 6], [6, 8]]",0.0,False,NOT_RUN_CONTROL_CENSORED,NOT_RUN_CONTROL_CENSORED,NOT_RUN,True,False,AMENDED,scale__e4_off__4x,False,"The exact-equivalent fixed-map 4x E4/off no-fault control reached the frozen 20M-event cap before the shorter fault timeout; without a completed matched control, 4x fault advantage is not estimable.",20000000,,,,,,,,,,,False,,,,,,False,,,,0,False,UNAVAILABLE,,,,,,,,,,,,,NOT_EVALUABLE_CONTROL_CENSORED
